Year,Category,Concordance,Film,Film_Original,Country,Nominee,Won,Role,Adapted from,Character
2010,Best Film Not in the English Language,Foreign Film,The Girl with the Dragon Tattoo,Män som hatar kvinnor,Sweden,Niels Arden Oplev,TRUE,Director,,
2010,Best Film Not in the English Language,Foreign Film,The Girl with the Dragon Tattoo,Män som hatar kvinnor,Sweden,Søren Stærmose,TRUE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,I Am Love,Io sono l'amore,Italy,Luca Guadagnino,FALSE,Director,,
2010,Best Film Not in the English Language,Foreign Film,I Am Love,Io sono l'amore,Italy,Luca Guadagnino,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,I Am Love,Io sono l'amore,Italy,Tilda Swinton,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,I Am Love,Io sono l'amore,Italy,Francesco Melzi d'Eril,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,I Am Love,Io sono l'amore,Italy,Marco Morabito,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,I Am Love,Io sono l'amore,Italy,Alessandro Usai,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,I Am Love,Io sono l'amore,Italy,Massimiliano Violante,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,Biutiful,,"Mexico
 Spain",Alejandro González Iñárritu,FALSE,Director,,
2010,Best Film Not in the English Language,Foreign Film,Biutiful,,"Mexico
 Spain",Alejandro González Iñárritu,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,Biutiful,,"Mexico
 Spain",Jon Kilik,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,Biutiful,,"Mexico
 Spain",Fernando Bovaira,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,Biutiful,,"Mexico
 Spain",Ann Ruark,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,Biutiful,,"Mexico
 Spain",Sandra Hermida,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,Of Gods and Men,Des hommes et des dieux),France,Xavier Beauvois,FALSE,Director,,
2010,Best Film Not in the English Language,Foreign Film,Of Gods and Men,Des hommes et des dieux),France,Pascal Caucheteux,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,Of Gods and Men,Des hommes et des dieux),France,Étienne Comar,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,Of Gods and Men,Des hommes et des dieux),France,Grégoire Sorlat,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,The Secret in Their Eyes,El secreto de sus ojos,Argentina,Juan José Campanella,FALSE,Director,,
2010,Best Film Not in the English Language,Foreign Film,The Secret in Their Eyes,El secreto de sus ojos,Argentina,Juan José Campanella,FALSE,Producer,,
2010,Best Film Not in the English Language,Foreign Film,The Secret in Their Eyes,El secreto de sus ojos,Argentina,Mariela Besuievski,FALSE,Producer,,
2010,Best Animated Film,Animated Feature-Length Film,Toy Story 3,,United States,Lee Unkrich,TRUE,Director,,
2010,Best Animated Film,Animated Feature-Length Film,Toy Story 3,,United States,Darla K. Anderson,TRUE,Producer,,
2010,Best Animated Film,Animated Feature-Length Film,Toy Story 3,,United States,John Lasseter,TRUE,Producer,,
2010,Best Animated Film,Animated Feature-Length Film,Toy Story 3,,United States,Nicole Paradis Grindle,TRUE,Producer,,
2010,Best Animated Film,Animated Feature-Length Film,Despicable Me,,United States,Pierre Coffin,FALSE,Director,,
2010,Best Animated Film,Animated Feature-Length Film,Despicable Me,,United States,Chris Renaud,FALSE,Director,,
2010,Best Animated Film,Animated Feature-Length Film,Despicable Me,,United States,John Cohen,FALSE,Producer,,
2010,Best Animated Film,Animated Feature-Length Film,Despicable Me,,United States,Janet Healy,FALSE,Producer,,
2010,Best Animated Film,Animated Feature-Length Film,Despicable Me,,United States,Chris Meledandri,FALSE,Producer,,
2010,Best Animated Film,Animated Feature-Length Film,How to Train Your Dragon,,United States,Chris Sanders,FALSE,Director,,
2010,Best Animated Film,Animated Feature-Length Film,How to Train Your Dragon,,United States,Dean DeBlois,FALSE,Director,,
2010,Best Animated Film,Animated Feature-Length Film,How to Train Your Dragon,,United States,Bonnie Arnold,FALSE,Producer,,
2010,Best Animated Film,Animated Feature-Length Film,How to Train Your Dragon,,United States,Doug Davison,FALSE,Producer,,
2010,Best Animated Film,Animated Feature-Length Film,How to Train Your Dragon,,United States,Roy Lee,FALSE,Producer,,
2010,Best Animated Film,Animated Feature-Length Film,How to Train Your Dragon,,United States,Michael Connolly,FALSE,Producer,,
2010,Best Animated Film,Animated Feature-Length Film,How to Train Your Dragon,,United States,Tim Johnson,FALSE,Producer,,
2010,Best Short Film,Live-Action Short Film,Until the River Runs Red,,,Poss Kondeatis,TRUE,,,
2010,Best Short Film,Live-Action Short Film,Until the River Runs Red,,,Paul Wright,TRUE,,,
2010,Best Short Film,Live-Action Short Film,Lin,,,Piers Thompson,FALSE,,,
2010,Best Short Film,Live-Action Short Film,Lin,,,Simon Hessel,FALSE,,,
2010,Best Short Film,Live-Action Short Film,Lin,,,Mila Kirova,FALSE,,,
2010,Best Short Film,Live-Action Short Film,Connect,,,Beau Gordon,FALSE,,,
2010,Best Short Film,Live-Action Short Film,Connect,,,Samuel Abrahams,FALSE,,,
2010,Best Short Film,Live-Action Short Film,Rite,,,Michael Pearce,FALSE,,,
2010,Best Short Film,Live-Action Short Film,Rite,,,Ross McKenzie,FALSE,,,
2010,Best Short Film,Live-Action Short Film,Rite,,,Paul Welsh,FALSE,,,
2010,Best Short Film,Live-Action Short Film,Turning,,,Kat Armour-Brown,FALSE,,,
2010,Best Short Film,Live-Action Short Film,Turning,,,Alison Sterling,FALSE,,,
2010,Best Short Film,Live-Action Short Film,Turning,,,Karni Arieli,FALSE,,,
2010,Best Short Film,Live-Action Short Film,Turning,,,Saul Freed,FALSE,,,
2010,Best Short Animation,Animated Short Film,The Eagleman Stag,,,Michael Please,TRUE,,,
2010,Best Short Animation,Animated Short Film,Matter Fisher,,,David Prosser,FALSE,,,
2010,Best Short Animation,Animated Short Film,Thursday,,,Matthias Hoegg,FALSE,,,
2010,"Outstanding Début by a British Writer, Director, or Producer",,Four Lions,,,Chris Morris,TRUE,writer,,
2010,"Outstanding Début by a British Writer, Director, or Producer",,Four Lions,,,Chris Morris,TRUE,director,,
2010,"Outstanding Début by a British Writer, Director, or Producer",,The Arbor,,,Clio Barnard,FALSE,director,,
2010,"Outstanding Début by a British Writer, Director, or Producer",,The Arbor,,,Tracy O'Riordan,FALSE,producer,,
2010,"Outstanding Début by a British Writer, Director, or Producer",,Exit Through the Gift Shop,,,Banksy,FALSE,director,,
2010,"Outstanding Début by a British Writer, Director, or Producer",,Exit Through the Gift Shop,,,Jaimie D'Cruz,FALSE,producer,,
2010,"Outstanding Début by a British Writer, Director, or Producer",,Monsters,,,Gareth Edwards,FALSE,writer,,
2010,"Outstanding Début by a British Writer, Director, or Producer",,Monsters,,,Gareth Edwards,FALSE,director,,
2010,"Outstanding Début by a British Writer, Director, or Producer",,Skeletons,,,Nick Whitfield,FALSE,writer,,
2010,"Outstanding Début by a British Writer, Director, or Producer",,Skeletons,,,Nick Whitfield,FALSE,director,,
2010,Best Direction,Director,The Social Network,,,David Fincher,TRUE,,,
2010,Best Direction,Director,Black Swan,,,Darren Aronofsky,FALSE,,,
2010,Best Direction,Director,127 Hours,,,Danny Boyle,FALSE,,,
2010,Best Direction,Director,The King's Speech,,,Tom Hooper,FALSE,,,
2010,Best Direction,Director,Inception,,,Christopher Nolan,FALSE,,,
2010,Best Adapted Screenplay,Screenplay (Adapted),The Social Network,,,Aaron Sorkin,TRUE,,The Accidental Billionaires by Ben Mezrich,
2010,Best Adapted Screenplay,Screenplay (Adapted),127 Hours,,,Danny Boyle,FALSE,,Between a Rock and a Hard Place by Aron Ralston,
2010,Best Adapted Screenplay,Screenplay (Adapted),127 Hours,,,Simon Beaufoy,FALSE,,Between a Rock and a Hard Place by Aron Ralston,
2010,Best Adapted Screenplay,Screenplay (Adapted),The Girl with the Dragon Tattoo,,,Rasmus Heisterberg,FALSE,,The Girl with the Dragon Tattoo by Stieg Larsson,
2010,Best Adapted Screenplay,Screenplay (Adapted),The Girl with the Dragon Tattoo,,,Nikolaj Arcel,FALSE,,The Girl with the Dragon Tattoo by Stieg Larsson,
2010,Best Adapted Screenplay,Screenplay (Adapted),Toy Story 3,,,Michael Arndt,FALSE,,"Characters from the film Toy Story created by John Lasseter, Pete Docter, Andrew Stanton, Joe Ranft, Joss Whedon, Joel Cohen, and Alec Sokolow
Characters from the film Toy Story 2 created by John Lasseter, Pete Docter, Ash Brannon, Andrew Stanton, Rita Hsiao, Doug Chamberlin, and Chris Webb",
2010,Best Adapted Screenplay,Screenplay (Adapted),True Grit,,,Joel Coen,FALSE,,True Grit by Charles Portis,
2010,Best Adapted Screenplay,Screenplay (Adapted),True Grit,,,Ethan Coen,FALSE,,True Grit by Charles Portis,
2010,Best Original Screenplay,Screenplay (Original),The King's Speech,,,David Seidler,TRUE,,,
2010,Best Original Screenplay,Screenplay (Original),Black Swan,,,Mark Heyman,FALSE,,,
2010,Best Original Screenplay,Screenplay (Original),Black Swan,,,Andres Heinz,FALSE,,,
2010,Best Original Screenplay,Screenplay (Original),Black Swan,,,John McLaughlin,FALSE,,,
2010,Best Original Screenplay,Screenplay (Original),The Fighter,,,Scott Silver,FALSE,,,
2010,Best Original Screenplay,Screenplay (Original),The Fighter,,,Paul Tamasy,FALSE,,,
2010,Best Original Screenplay,Screenplay (Original),The Fighter,,,Eric Johnson,FALSE,,,
2010,Best Original Screenplay,Screenplay (Original),Inception,,,Christopher Nolan,FALSE,,,
2010,Best Original Screenplay,Screenplay (Original),The Kids Are All Right,,,Lisa Cholodenko,FALSE,,,
2010,Best Original Screenplay,Screenplay (Original),The Kids Are All Right,,,Stuart Blumberg,FALSE,,,
2010,Best Actor in a Leading Role,Actor in a Leading Role,The King's Speech,,,Colin Firth,TRUE,,,King George VI
2010,Best Actor in a Leading Role,Actor in a Leading Role,Biutiful,,,Javier Bardem,FALSE,,,Uxbal
2010,Best Actor in a Leading Role,Actor in a Leading Role,True Grit,,,Jeff Bridges,FALSE,,,"Reuben ""Rooster"" Cogburn"
2010,Best Actor in a Leading Role,Actor in a Leading Role,The Social Network,,,Jesse Eisenberg,FALSE,,,Mark Zuckerberg
2010,Best Actor in a Leading Role,Actor in a Leading Role,127 Hours,,,James Franco,FALSE,,,Aron Ralston
2010,Best Actress in a Leading Role,Actress in a Leading Role,Black Swan,,,Natalie Portman,TRUE,,,Nina Sayers
2010,Best Actress in a Leading Role,Actress in a Leading Role,The Kids Are All Right,,,Annette Bening,FALSE,,,"Dr. Nicole ""Nic"" Allgood"
2010,Best Actress in a Leading Role,Actress in a Leading Role,,,,Julianne Moore,FALSE,,,Jules Allgood
2010,Best Actress in a Leading Role,Actress in a Leading Role,The Girl with the Dragon Tattoo,,,Noomi Rapace,FALSE,,,Lisbeth Salander
2010,Best Actress in a Leading Role,Actress in a Leading Role,True Grit,,,Hailee Steinfeld,FALSE,,,Mattie Ross
2010,Best Actor in a Supporting Role,Actor in a Supporting Role,The King's Speech,,,Geoffrey Rush,TRUE,,,Lionel Logue
2010,Best Actor in a Supporting Role,Actor in a Supporting Role,The Fighter,,,Christian Bale,FALSE,,,Dicky Eklund
2010,Best Actor in a Supporting Role,Actor in a Supporting Role,The Social Network,,,Andrew Garfield,FALSE,,,Eduardo Saverin
2010,Best Actor in a Supporting Role,Actor in a Supporting Role,The Town,,,Pete Postlethwaite,FALSE,,,"Fergus ""Fergie"" Colm"
2010,Best Actor in a Supporting Role,Actor in a Supporting Role,The Kids Are All Right,,,Mark Ruffalo,FALSE,,,Paul Hatfield
2010,Best Actress in a Supporting Role,Actress in a Supporting Role,The King's Speech,,,Helena Bonham Carter,TRUE,,,Queen Elizabeth
2010,Best Actress in a Supporting Role,Actress in a Supporting Role,The Fighter,,,Amy Adams,FALSE,,,Charlene Fleming
2010,Best Actress in a Supporting Role,Actress in a Supporting Role,Black Swan,,,Barbara Hershey,FALSE,,,Erica Sayers
2010,Best Actress in a Supporting Role,Actress in a Supporting Role,Another Year,,,Lesley Manville,FALSE,,,Mary Smith
2010,Best Actress in a Supporting Role,Actress in a Supporting Role,Made in Dagenham,,,Miranda Richardson,FALSE,,,Barbara Castle
2010,Best Cinematography,Cinematography,True Grit,,,Roger Deakins,TRUE,,,
2010,Best Cinematography,Cinematography,127 Hours,,,Enrique Chediak,FALSE,,,
2010,Best Cinematography,Cinematography,127 Hours,,,Anthony Dod Mantle,FALSE,,,
2010,Best Cinematography,Cinematography,The King's Speech,,,Danny Cohen,FALSE,,,
2010,Best Cinematography,Cinematography,Black Swan,,,Matthew Libatique,FALSE,,,
2010,Best Cinematography,Cinematography,Inception,,,Wally Pfister,FALSE,,,
2010,Best Editing,Film Editing,The Social Network,,,Kirk Baxter,TRUE,,,
2010,Best Editing,Film Editing,The Social Network,,,Angus Wall,TRUE,,,
2010,Best Editing,Film Editing,127 Hours,,,Jon Harris,FALSE,,,
2010,Best Editing,Film Editing,Black Swan,,,Andrew Weisblum,FALSE,,,
2010,Best Editing,Film Editing,Inception,,,Lee Smith,FALSE,,,
2010,Best Editing,Film Editing,The King's Speech,,,Tariq Anwar,FALSE,,,
2010,Best Costume Design,Costuming,Alice in Wonderland,,,Colleen Atwood,TRUE,,,
2010,Best Costume Design,Costuming,Black Swan,,,Amy Westcott,FALSE,,,
2010,Best Costume Design,Costuming,The King's Speech,,,Jenny Beavan,FALSE,,,
2010,Best Costume Design,Costuming,Made in Dagenham,,,Louise Stjernsward,FALSE,,,
2010,Best Costume Design,Costuming,True Grit,,,Mary Zophres,FALSE,,,
2010,Best Production Design,Art Direction,Inception,,,Guy Hendrix Dyas,TRUE,,,
2010,Best Production Design,Art Direction,Inception,,,Larry Dias,TRUE,,,
2010,Best Production Design,Art Direction,Inception,,,Doug Mowat,TRUE,,,
2010,Best Production Design,Art Direction,Alice in Wonderland,,,Robert Stromberg,FALSE,,,
2010,Best Production Design,Art Direction,Alice in Wonderland,,,Karen O'Hara,FALSE,,,
2010,Best Production Design,Art Direction,Black Swan,,,Thérèse DePrez,FALSE,,,
2010,Best Production Design,Art Direction,Black Swan,,,Tora Peterson,FALSE,,,
2010,Best Production Design,Art Direction,The King's Speech,,,Eve Stewart,FALSE,,,
2010,Best Production Design,Art Direction,The King's Speech,,,Judy Farr,FALSE,,,
2010,Best Production Design,Art Direction,True Grit,,,Jess Gonchor,FALSE,,,
2010,Best Production Design,Art Direction,True Grit,,,Nancy Haigh,FALSE,,,
2010,Best Make-up and Hair,Make-Up & Hairstyling,Alice in Wonderland,,,Valli O'Reilly,TRUE,,,
2010,Best Make-up and Hair,Make-Up & Hairstyling,Alice in Wonderland,,,Paul Gooch,TRUE,,,
2010,Best Make-up and Hair,Make-Up & Hairstyling,Black Swan,,,Judy Chin,FALSE,,,
2010,Best Make-up and Hair,Make-Up & Hairstyling,Black Swan,,,Geordie Sheffer,FALSE,,,
2010,Best Make-up and Hair,Make-Up & Hairstyling,Harry Potter and the Deathly Hallows – Part 1,,,Nick Dudman,FALSE,,,
2010,Best Make-up and Hair,Make-Up & Hairstyling,Harry Potter and the Deathly Hallows – Part 1,,,Amanda Knight,FALSE,,,
2010,Best Make-up and Hair,Make-Up & Hairstyling,Harry Potter and the Deathly Hallows – Part 1,,,Lisa Tomblin,FALSE,,,
2010,Best Make-up and Hair,Make-Up & Hairstyling,The King's Speech,,,Frances Hannon,FALSE,,,
2010,Best Make-up and Hair,Make-Up & Hairstyling,Made in Dagenham,,,Elizabeth Yianni-Georgiou,FALSE,,,
2010,Best Original Music,Original Score,The King's Speech,,,Alexandre Desplat,TRUE,,,
2010,Best Original Music,Original Score,127 Hours,,,A. R. Rahman,FALSE,,,
2010,Best Original Music,Original Score,Alice in Wonderland,,,Danny Elfman,FALSE,,,
2010,Best Original Music,Original Score,How to Train Your Dragon,,,John Powell,FALSE,,,
2010,Best Original Music,Original Score,Inception,,,Hans Zimmer,FALSE,,,
2010,Best Sound,Sound Mixing,Inception,,,Richard King,TRUE,,,
2010,Best Sound,Sound Mixing,Inception,,,Lora Hirschberg,TRUE,,,
2010,Best Sound,Sound Mixing,Inception,,,Gary Rizzo,TRUE,,,
2010,Best Sound,Sound Mixing,Inception,,,Ed Novick,TRUE,,,
2010,Best Sound,Sound Mixing,127 Hours,,,Glenn Freemantle,FALSE,,,
2010,Best Sound,Sound Mixing,127 Hours,,,Ian Tapp,FALSE,,,
2010,Best Sound,Sound Mixing,127 Hours,,,Richard Pryke,FALSE,,,
2010,Best Sound,Sound Mixing,127 Hours,,,Steven C. Laneri,FALSE,,,
2010,Best Sound,Sound Mixing,127 Hours,,,Douglas Cameron,FALSE,,,
2010,Best Sound,Sound Mixing,Black Swan,,,Ken Ishii,FALSE,,,
2010,Best Sound,Sound Mixing,Black Swan,,,Craig Henighan,FALSE,,,
2010,Best Sound,Sound Mixing,Black Swan,,,Dominick Tavella,FALSE,,,
2010,Best Sound,Sound Mixing,The King's Speech,,,John Midgley,FALSE,,,
2010,Best Sound,Sound Mixing,The King's Speech,,,Lee Walpole,FALSE,,,
2010,Best Sound,Sound Mixing,The King's Speech,,,Paul Hamblin,FALSE,,,
2010,Best Sound,Sound Mixing,True Grit,,,Skip Lievsay,FALSE,,,
2010,Best Sound,Sound Mixing,True Grit,,,Craig Berkey,FALSE,,,
2010,Best Sound,Sound Mixing,True Grit,,,Greg Orloff,FALSE,,,
2010,Best Sound,Sound Mixing,True Grit,,,Peter Kurland,FALSE,,,
2010,Best Sound,Sound Mixing,True Grit,,,Douglas Axtell,FALSE,,,
2010,Best Special Visual Effects,Effects,Inception,,,Chris Corbould,TRUE,,,
2010,Best Special Visual Effects,Effects,Inception,,,Paul Franklin,TRUE,,,
2010,Best Special Visual Effects,Effects,Inception,,,Andrew Lockley,TRUE,,,
2010,Best Special Visual Effects,Effects,Inception,,,Peter Bebb,TRUE,,,
2010,Best Special Visual Effects,Effects,Alice in Wonderland,,,Ken Ralston,FALSE,,,
2010,Best Special Visual Effects,Effects,Alice in Wonderland,,,David Schaub,FALSE,,,
2010,Best Special Visual Effects,Effects,Alice in Wonderland,,,Sean Philips,FALSE,,,
2010,Best Special Visual Effects,Effects,Alice in Wonderland,,,Carey Villegas,FALSE,,,
2010,Best Special Visual Effects,Effects,Black Swan,,,Dan Schrecker,FALSE,,,
2010,Best Special Visual Effects,Effects,Harry Potter and the Deathly Hallows – Part 1,,,Tim Burke,FALSE,,,
2010,Best Special Visual Effects,Effects,Harry Potter and the Deathly Hallows – Part 1,,,John Richardson,FALSE,,,
2010,Best Special Visual Effects,Effects,Harry Potter and the Deathly Hallows – Part 1,,,Nicolas Aithadi,FALSE,,,
2010,Best Special Visual Effects,Effects,Harry Potter and the Deathly Hallows – Part 1,,,Christian Manz,FALSE,,,
2010,Best Special Visual Effects,Effects,Toy Story 3,,,Guido Quaroni,FALSE,,,
2010,Best Special Visual Effects,Effects,Toy Story 3,,,Michael Fong,FALSE,,,
2010,Best Special Visual Effects,Effects,Toy Story 3,,,David Ryu,FALSE,,,
2010,Rising Star Award,,,,,Tom Hardy,TRUE,,,
2010,Rising Star Award,,,,,Gemma Arterton,FALSE,,,
2010,Rising Star Award,,,,,Andrew Garfield,FALSE,,,
2010,Rising Star Award,,,,,Aaron Taylor-Johnson,FALSE,,,
2010,Rising Star Award,,,,,Emma Stone,FALSE,,,
2009,Best Film,Live-Action Feature-Length Film,The Hurt Locker,,United States,Kathryn Bigelow,TRUE,Director,,
2009,Best Film,Live-Action Feature-Length Film,The Hurt Locker,,United States,Kathryn Bigelow,TRUE,Producer,,
2009,Best Film,Live-Action Feature-Length Film,The Hurt Locker,,United States,Mark Boal,TRUE,Producer,,
2009,Best Film,Live-Action Feature-Length Film,The Hurt Locker,,United States,Nicolas Chartier,TRUE,Producer,,
2009,Best Film,Live-Action Feature-Length Film,The Hurt Locker,,United States,Greg Shapiro,TRUE,Producer,,
2009,Best Film,Live-Action Feature-Length Film,Avatar,,United States,James Cameron,FALSE,Director,,
2009,Best Film,Live-Action Feature-Length Film,Avatar,,United States,James Cameron,FALSE,Producer,,
2009,Best Film,Live-Action Feature-Length Film,Avatar,,United States,Jon Landau,FALSE,Producer,,
2009,Best Film,Live-Action Feature-Length Film,An Education,,United Kingdom,Lone Scherfig,FALSE,Director,,
2009,Best Film,Live-Action Feature-Length Film,An Education,,United Kingdom,Finola Dwyer,FALSE,Producer,,
2009,Best Film,Live-Action Feature-Length Film,An Education,,United Kingdom,Amanda Posey,FALSE,Producer,,
2009,Best Film,Live-Action Feature-Length Film,Precious,,United States,Lee Daniels,FALSE,Director,,
2009,Best Film,Live-Action Feature-Length Film,Precious,,United States,Lee Daniels,FALSE,Producer,,
2009,Best Film,Live-Action Feature-Length Film,Precious,,United States,Sarah Siegel-Magness,FALSE,Producer,,
2009,Best Film,Live-Action Feature-Length Film,Precious,,United States,Gary Magness,FALSE,Producer,,
2009,Best Film,Live-Action Feature-Length Film,Up in the Air,,United States,Jason Reitman,FALSE,Director,,
2009,Best Film,Live-Action Feature-Length Film,Up in the Air,,United States,Ivan Reitman,FALSE,Producer,,
2009,Best Film,Live-Action Feature-Length Film,Up in the Air,,United States,Jason Reitman,FALSE,Producer,,
2009,Best Film,Live-Action Feature-Length Film,Up in the Air,,United States,Daniel Dubiecki,FALSE,Producer,,
2009,Outstanding British Film,,Fish Tank,,United Kingdom,Andrea Arnold,TRUE,Director,,
2009,Outstanding British Film,,Fish Tank,,United Kingdom,Kees Kasander,TRUE,Producer,,
2009,Outstanding British Film,,Fish Tank,,United Kingdom,Nick Laws,TRUE,Producer,,
2009,Outstanding British Film,,Fish Tank,,United Kingdom,Andrea Arnold,TRUE,Producer,,
2009,Outstanding British Film,,An Education,,United Kingdom,Lone Scherfig,FALSE,Director,,
2009,Outstanding British Film,,An Education,,United Kingdom,Finola Dwyer,FALSE,Producer,,
2009,Outstanding British Film,,An Education,,United Kingdom,Amanda Posey,FALSE,Producer,,
2009,Outstanding British Film,,An Education,,United Kingdom,Lone Scherfig,FALSE,Producer,,
2009,Outstanding British Film,,An Education,,United Kingdom,Nick Hornby,FALSE,Producer,,
2009,Outstanding British Film,,In the Loop,,United Kingdom,Armando Iannucci,FALSE,Director,,
2009,Outstanding British Film,,In the Loop,,United Kingdom,Kevin Loader,FALSE,Producer,,
2009,Outstanding British Film,,In the Loop,,United Kingdom,Adam Tandy,FALSE,Producer,,
2009,Outstanding British Film,,In the Loop,,United Kingdom,Armando Iannucci,FALSE,Producer,,
2009,Outstanding British Film,,In the Loop,,United Kingdom,Jesse Armstrong,FALSE,Producer,,
2009,Outstanding British Film,,In the Loop,,United Kingdom,Simon Blackwell,FALSE,Producer,,
2009,Outstanding British Film,,In the Loop,,United Kingdom,Tony Roche,FALSE,Producer,,
2009,Outstanding British Film,,Moon,,United Kingdom,Duncan Jones,FALSE,Director,,
2009,Outstanding British Film,,Moon,,United Kingdom,Stuart Fenegan,FALSE,Producer,,
2009,Outstanding British Film,,Moon,,United Kingdom,Trudie Styler,FALSE,Producer,,
2009,Outstanding British Film,,Moon,,United Kingdom,Duncan Jones,FALSE,Producer,,
2009,Outstanding British Film,,Moon,,United Kingdom,Nathan Parker,FALSE,Producer,,
2009,Outstanding British Film,,Nowhere Boy,,United Kingdom,Sam Taylor-Wood,FALSE,Director,,
2009,Outstanding British Film,,Nowhere Boy,,United Kingdom,Robert Bernstein,FALSE,Producer,,
2009,Outstanding British Film,,Nowhere Boy,,United Kingdom,Douglas Rae,FALSE,Producer,,
2009,Outstanding British Film,,Nowhere Boy,,United Kingdom,Kevin Loader,FALSE,Producer,,
2009,Outstanding British Film,,Nowhere Boy,,United Kingdom,Sam Taylor-Johnson,FALSE,Producer,,
2009,Outstanding British Film,,Nowhere Boy,,United Kingdom,Matt Greenhalgh,FALSE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,A Prophet,Un prophète,France,Jacques Audiard,TRUE,Director,,
2009,Best Film Not in the English Language,Foreign Film,A Prophet,Un prophète,France,Lauranne Bourrachot,TRUE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,A Prophet,Un prophète,France,Martine Cassinelli,TRUE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,A Prophet,Un prophète,France,Pascal Caucheteux,TRUE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,A Prophet,Un prophète,France,Marco Cherqui,TRUE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,Broken Embraces,Los Abrazos Rotos,Spain,Pedro Almodóvar,FALSE,Director,,
2009,Best Film Not in the English Language,Foreign Film,Broken Embraces,Los Abrazos Rotos,Spain,Agustín Almodóvar,FALSE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,Broken Embraces,Los Abrazos Rotos,Spain,Esther García,FALSE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,Coco Before Chanel,Coco avant Chanel,"France
 Belgium",Anne Fontaine,FALSE,Director,,
2009,Best Film Not in the English Language,Foreign Film,Coco Before Chanel,Coco avant Chanel,"France
 Belgium",Simon Arnal,FALSE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,Coco Before Chanel,Coco avant Chanel,"France
 Belgium",Caroline Benjo,FALSE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,Coco Before Chanel,Coco avant Chanel,"France
 Belgium",Philippe Carcassonne,FALSE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,Coco Before Chanel,Coco avant Chanel,"France
 Belgium",Carole Scotta,FALSE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,Let the Right One In,Låt den rätte komma in,Sweden,Tomas Alfredson,FALSE,Director,,
2009,Best Film Not in the English Language,Foreign Film,Let the Right One In,Låt den rätte komma in,Sweden,Carl Molinder,FALSE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,Let the Right One In,Låt den rätte komma in,Sweden,John Nordling,FALSE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,The White Ribbon,"Das weiße Band, Eine deutsche Kindergeschichte","Germany
 Austria",Michael Haneke,FALSE,Director,,
2009,Best Film Not in the English Language,Foreign Film,The White Ribbon,"Das weiße Band, Eine deutsche Kindergeschichte","Germany
 Austria",Stefan Arndt,FALSE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,The White Ribbon,"Das weiße Band, Eine deutsche Kindergeschichte","Germany
 Austria",Michael Katz,FALSE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,The White Ribbon,"Das weiße Band, Eine deutsche Kindergeschichte","Germany
 Austria",Veit Heiduschka,FALSE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,The White Ribbon,"Das weiße Band, Eine deutsche Kindergeschichte","Germany
 Austria",Margaret Ménégoz,FALSE,Producer,,
2009,Best Film Not in the English Language,Foreign Film,The White Ribbon,"Das weiße Band, Eine deutsche Kindergeschichte","Germany
 Austria",Andrea Occhipinti,FALSE,Producer,,
2009,Best Animated Film,Animated Feature-Length Film,Up,,United States,Pete Docter,TRUE,Director,,
2009,Best Animated Film,Animated Feature-Length Film,Up,,United States,Bob Peterson,TRUE,Director,,
2009,Best Animated Film,Animated Feature-Length Film,Up,,United States,Jonas Rivera,TRUE,Producer,,
2009,Best Animated Film,Animated Feature-Length Film,Up,,United States,John Lasseter,TRUE,Producer,,
2009,Best Animated Film,Animated Feature-Length Film,Up,,United States,Andrew Stanton,TRUE,Producer,,
2009,Best Animated Film,Animated Feature-Length Film,Coraline,,United States,Henry Selick,FALSE,Director,,
2009,Best Animated Film,Animated Feature-Length Film,Coraline,,United States,Claire Jennings,FALSE,Producer,,
