Nominee,Film,Category,Year,Show,Concordance,Won
Brendan Coyle,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Cara Theobold,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
David Robb,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Ed Speleers,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Elizabeth Mcgovern,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Hugh Bonneville,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Jim Carter,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Joanne Froggatt,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Kevin Doyle,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Laura Carmichael,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Lesley Nicol,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Lily James,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Maggie Smith,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Matt Miline,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Michael Dockery,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Penelope Wilton,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Phyllis Logan,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Robert James-Collier,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
Sophie Mcshera,Downton Abbey,Ensemble In A Drama Series,2014,21st Annual,,TRUE
,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Ben Crompton,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Charles Dance,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Conleth Hill,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Daniel Portman,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Dominic Carter,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Emilia Clarke,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Gwendoline Christie,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Iain Glen,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Ian Mcelhinney,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Jacob Anderson,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
John Bradley,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Josef Altin,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Julian Glover,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Kit Harington,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Lena Headey,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Maisie Williams,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Mark Stanley,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Natalie Dormer,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Nathalie Emmanuel,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Nikolaj Coster-Waldau,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Pedro Pascal,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Peter Dinklage,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Rory Mccann,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Sophie Turner,Game Of Thrones,Ensemble In A Drama Series,2014,21st Annual,,FALSE
,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Claire Danes,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Laila Robins,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Mandy Patinkin,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Mark Moses,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Maury Sterling,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Michael O'keefe,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Nazanin Boniadi,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Nimrat Kaur,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Numan Acar,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Raza Jaffrey,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Rupert Friend,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Suraj Sharma,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Tracy Letts,Homeland,Ensemble In A Drama Series,2014,21st Annual,,FALSE
,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Derek Cecil,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Gerald Mcraney,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Jayne Atkinson,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Jimmi Simpson,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Joanna Going,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Kevin Spacey,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Mahershala Ali,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Michael Kelly,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Michel Gill,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Molly Parker,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Mozhan Marno,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Nathan Darrow,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Rachel Brosnahan,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Robin Wright,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Sakina Jeffrey,House Of Cards,Ensemble In A Drama Series,2014,21st Annual,,FALSE
Julie Bowen,Modern Family,Female In A Comedy Series,2014,21st Annual,,FALSE
Edie Falco,Nurse Jackie,Female In A Comedy Series,2014,21st Annual,,FALSE
Uzo Aduba,Orange Is The New Black,Female In A Comedy Series,2014,21st Annual,,TRUE
Amy Poehler,Parks And Recreation,Female In A Comedy Series,2014,21st Annual,,FALSE
Julia Louis-Dreyfus,Veep,Female In A Comedy Series,2014,21st Annual,,FALSE
Maggie Smith,Downton Abbey,Female In A Drama Series,2014,21st Annual,,FALSE
Claire Danes,Homeland,Female In A Drama Series,2014,21st Annual,,FALSE
Robin Wright,House Of Cards,Female In A Drama Series,2014,21st Annual,,FALSE
Viola Davis,How To Get Away With Murder,Female In A Drama Series,2014,21st Annual,,TRUE
Tatiana Maslany,Orphan Black,Female In A Drama Series,2014,21st Annual,,FALSE
Julianna Margulies,The Good Wife,Female In A Drama Series,2014,21st Annual,,FALSE
Jennifer Aniston,Cake,Female Lead In A Motion Picture,2014,21st Annual,Actress in a Leading Role,FALSE
Rosamund Pike,Gone Girl,Female Lead In A Motion Picture,2014,21st Annual,Actress in a Leading Role,FALSE
Julianne Moore,Still Alice,Female Lead In A Motion Picture,2014,21st Annual,Actress in a Leading Role,TRUE
Felicity Jones,The Theory Of Everything,Female Lead In A Motion Picture,2014,21st Annual,Actress in a Leading Role,FALSE
Reese Witherspoon,Wild,Female Lead In A Motion Picture,2014,21st Annual,Actress in a Leading Role,FALSE
Emma Stone,Birdman,Female Support In A Motion Picture,2014,21st Annual,Actress in a Supporting Role,FALSE
Patricia Arquette,Boyhood,Female Support In A Motion Picture,2014,21st Annual,Actress in a Supporting Role,FALSE
Meryl Streep,Into The Woods,Female Support In A Motion Picture,2014,21st Annual,Actress in a Supporting Role,FALSE
Naomi Watts,St. Vincent,Female Support In A Motion Picture,2014,21st Annual,Actress in a Supporting Role,FALSE
Keira Knightley,The Imitation Game,Female Support In A Motion Picture,2014,21st Annual,Actress in a Supporting Role,FALSE
Ellen Burstyn,Flowers In The Attic,Female In A Television Movie Or Limited Series,2014,21st Annual,,FALSE
Frances Mcdormand,Olive Kitteridge,Female In A Television Movie Or Limited Series,2014,21st Annual,,TRUE
Maggie Gyllenhaal,The Honorable Woman,Female In A Television Movie Or Limited Series,2014,21st Annual,,FALSE
Julia Roberts,The Normal Heart,Female In A Television Movie Or Limited Series,2014,21st Annual,,FALSE
Cicely Tyson,The Trip To Bountiful,Female In A Television Movie Or Limited Series,2014,21st Annual,,FALSE
Debbie Reynolds,N/A,Life Achievement,2014,21st Annual,,TRUE
Louis C.k.,Louie,Male In A Comedy Series,2014,21st Annual,,FALSE
Eric Stonestreet,Modern Family,Male In A Comedy Series,2014,21st Annual,,FALSE
Ty Burrell,Modern Family,Male In A Comedy Series,2014,21st Annual,,FALSE
William H. Macy,Shameless,Male In A Comedy Series,2014,21st Annual,,TRUE
Jim Parsons,The Big Bang Theory,Male In A Comedy Series,2014,21st Annual,,FALSE
Steve Buscemi,Boardwalk Empire,Male In A Drama Series,2014,21st Annual,,FALSE
Peter Dinklage,Game Of Thrones,Male In A Drama Series,2014,21st Annual,,FALSE
Kevin Spacey,House Of Cards,Male In A Drama Series,2014,21st Annual,,TRUE
Matthew Mcconaughey,True Detective,Male In A Drama Series,2014,21st Annual,,FALSE
Woody Harrelson,True Detective,Male In A Drama Series,2014,21st Annual,,FALSE
Michael Keaton,Birdman,Male Lead In A Motion Picture,2014,21st Annual,Actor in a Leading Role,FALSE
Steve Carell,Foxcatcher,Male Lead In A Motion Picture,2014,21st Annual,Actor in a Leading Role,FALSE
Jake Gyllenhaal,Nightcrawler,Male Lead In A Motion Picture,2014,21st Annual,Actor in a Leading Role,FALSE
Benedict Cumberbatch,The Imitation Game,Male Lead In A Motion Picture,2014,21st Annual,Actor in a Leading Role,FALSE
Eddie Redmayne,The Theory Of Everything,Male Lead In A Motion Picture,2014,21st Annual,Actor in a Leading Role,TRUE
Edward Norton,Birdman,Male Support In A Motion Picture,2014,21st Annual,Actor in a Supporting Role,FALSE
Ethan Hawke,Boyhood,Male Support In A Motion Picture,2014,21st Annual,Actor in a Supporting Role,FALSE
Mark Ruffalo,Foxcatcher,Male Support In A Motion Picture,2014,21st Annual,Actor in a Supporting Role,FALSE
Robert Duvall,The Judge,Male Support In A Motion Picture,2014,21st Annual,Actor in a Supporting Role,FALSE
J.k. Simmons,Whiplash,Male Support In A Motion Picture,2014,21st Annual,Actor in a Supporting Role,TRUE
Billy Bob Thornton,Fargo,Male In A Television Movie Or Limited Series,2014,21st Annual,,FALSE
Adrien Brody,Houdini,Male In A Television Movie Or Limited Series,2014,21st Annual,,FALSE
Richard Jenkins,Olive Kitteridge,Male In A Television Movie Or Limited Series,2014,21st Annual,,FALSE
Benedict Cumberbatch,Sherlock: His Last Vow,Male In A Television Movie Or Limited Series,2014,21st Annual,,FALSE
Mark Ruffalo,The Normal Heart,Male In A Television Movie Or Limited Series,2014,21st Annual,,TRUE
,24: Live Another Day,Stunt Ensemble In A Comedy Or Drama Series,2014,21st Annual,,FALSE
,Boardwalk Empire,Stunt Ensemble In A Comedy Or Drama Series,2014,21st Annual,,FALSE
,Game Of Thrones,Stunt Ensemble In A Comedy Or Drama Series,2014,21st Annual,,TRUE
,Homeland,Stunt Ensemble In A Comedy Or Drama Series,2014,21st Annual,,FALSE
,Sons Of Anarchy,Stunt Ensemble In A Comedy Or Drama Series,2014,21st Annual,,FALSE
,The Walking Dead,Stunt Ensemble In A Comedy Or Drama Series,2014,21st Annual,,FALSE
,Fury,Stunt Ensemble In A Motion Picture,2014,21st Annual,,FALSE
,Get On Up,Stunt Ensemble In A Motion Picture,2014,21st Annual,,FALSE
,The Hobbit: The Battle Of The Five Armies,Stunt Ensemble In A Motion Picture,2014,21st Annual,,FALSE
,Unbroken,Stunt Ensemble In A Motion Picture,2014,21st Annual,,TRUE
,Xmen: Days Of Future Past,Stunt Ensemble In A Motion Picture,2014,21st Annual,,FALSE
,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
Adepero Oduye,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
Alfre Woodard,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
Benedict Cumberbatch,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
Brad Pitt,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
Chiwetel Ejiofor,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
Garret Dillahunt,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
Lupita Nyong'o,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
Michael Fassbender,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
Michael Kenneth Williams,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
Paul Dano,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
Paul Giamatti,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
Sarah Paulson,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
Scoot McNairy,12 Years A Slave,Cast In A Motion Picture,2013,20th Annual,,FALSE
,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
Alessandro Nivola,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
Amy Adams,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
Bradley Cooper,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
Christian Bale,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
Elisabeth Röhm,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
Jack Huston,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
Jennifer Lawrence,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
Jeremy Renner,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
Louis C.k.,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
Michael Peña,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
Paul Herman,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
Robert De Niro,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
Shea Whigham,American Hustle,Cast In A Motion Picture,2013,20th Annual,,TRUE
,August: Osage County,Cast In A Motion Picture,2013,20th Annual,,FALSE
Abigail Breslin,August: Osage County,Cast In A Motion Picture,2013,20th Annual,,FALSE
Benedict Cumberbatch,August: Osage County,Cast In A Motion Picture,2013,20th Annual,,FALSE
Chris Cooper,August: Osage County,Cast In A Motion Picture,2013,20th Annual,,FALSE
Dermot Mulroney,August: Osage County,Cast In A Motion Picture,2013,20th Annual,,FALSE
Ewan Mcgregor,August: Osage County,Cast In A Motion Picture,2013,20th Annual,,FALSE
Julia Roberts,August: Osage County,Cast In A Motion Picture,2013,20th Annual,,FALSE
Julianne Nicholson,August: Osage County,Cast In A Motion Picture,2013,20th Annual,,FALSE
Juliette Lewis,August: Osage County,Cast In A Motion Picture,2013,20th Annual,,FALSE
Margo Martindale,August: Osage County,Cast In A Motion Picture,2013,20th Annual,,FALSE
Meryl Streep,August: Osage County,Cast In A Motion Picture,2013,20th Annual,,FALSE
Misty Upham,August: Osage County,Cast In A Motion Picture,2013,20th Annual,,FALSE
Sam Shepard,August: Osage County,Cast In A Motion Picture,2013,20th Annual,,FALSE
,Dallas Buyers Club,Cast In A Motion Picture,2013,20th Annual,,FALSE
Dallas Roberts,Dallas Buyers Club,Cast In A Motion Picture,2013,20th Annual,,FALSE
Denis O'hare,Dallas Buyers Club,Cast In A Motion Picture,2013,20th Annual,,FALSE
Jared Leto,Dallas Buyers Club,Cast In A Motion Picture,2013,20th Annual,,FALSE
Jennifer Garner,Dallas Buyers Club,Cast In A Motion Picture,2013,20th Annual,,FALSE
Matthew Mcconaughey,Dallas Buyers Club,Cast In A Motion Picture,2013,20th Annual,,FALSE
Steve Zahn,Dallas Buyers Club,Cast In A Motion Picture,2013,20th Annual,,FALSE
,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
Alan Rickman,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
Alex Pettyfer,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
"Cuba Gooding, Jr.",Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
David Oyelowo,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
Forest Whitaker,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
James Marsden,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
Jane Fonda,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
John Cusack,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
Lenny Kravitz,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
Liev Schreiber,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
Mariah Carey,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
Oprah Winfrey,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
Robin Williams,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
Terrence Howard,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
Vanessa Redgrave,Lee Daniels' The Butler,Cast In A Motion Picture,2013,20th Annual,,FALSE
,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Alec Baldwin,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Grizz Chapman,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
J Frank Rossitano,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Jack Mcbrayer,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
James Marsden,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Jane Krakowski,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Judah Friedlander,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Katrina Bowden,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Keith Powell,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Kevin Brown,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Scott Adsit,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Tina Fey,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Tracy Morgan,30 Rock,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Alia Shawkat,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
David Cross,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Henry Winkler,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Isla Fisher,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Jason Bateman,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Jeffrey Tambor,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Jessica Walter,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
John Beard,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Liza Minnelli,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Michael Cera,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Portia De Rossi,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Ron Howard,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Tony Hale,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
Will Arnett,Arrested Development,Ensemble In A Comedy Series,2013,20th Annual,,FALSE
,Modern Family,Ensemble In A Comedy Series,2013,20th Annual,,TRUE
Ariel Winter,Modern Family,Ensemble In A Comedy Series,2013,20th Annual,,TRUE
Aubrey Anderson Emmons,Modern Family,Ensemble In A Comedy Series,2013,20th Annual,,TRUE
Ed O'neill,Modern Family,Ensemble In A Comedy Series,2013,20th Annual,,TRUE
Eric Stonestreet,Modern Family,Ensemble In A Comedy Series,2013,20th Annual,,TRUE
